epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/l1_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/l1_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
215,5026.16,0.74636,1.67304,0.39228,0.33346,0.01792,9.97779,0.9715,0.974,0.98793,0.87331,0.9525,0.95495,0.96558,0.11486,0.54981,4.21056,0.22991,0.22707,0.0226,0,0.002938,0.002938,0.002938
216,5049.61,0.74066,1.54838,0.39665,0.32354,0.01815,9.25723,0.99663,0.9619,0.9938,0.87832,0.97681,0.94286,0.97608,0.1168,0.55323,4.1851,0.21657,0.20419,0.02275,0,0.002905,0.002905,0.002905
217,5073.76,0.74257,1.69605,0.3853,0.31471,0.01822,9.7675,0.98867,0.9619,0.9908,0.87519,0.97889,0.95238,0.98004,0.11793,0.54303,4.14185,0.18489,0.2064,0.02239,0,0.002872,0.002872,0.002872
218,5097.45,0.73787,1.59478,0.3941,0.31978,0.01792,8.9216,0.95355,0.9776,0.9902,0.87004,0.95355,0.9776,0.9902,0.11953,0.56854,4.14762,0.17192,0.23425,0.02359,0,0.002839,0.002839,0.002839
219,5119.66,0.74903,1.60388,0.38972,0.33248,0.01819,9.25264,0.96714,0.99048,0.98972,0.87221,0.95729,0.98095,0.98278,0.11562,0.57265,4.19791,0.19125,0.23474,0.0237,0,0.002806,0.002806,0.002806
220,5144.62,0.74211,1.64928,0.38783,0.32685,0.01814,9.32157,0.98087,0.97653,0.99322,0.87753,0.9713,0.9671,0.98663,0.11798,0.54876,4.16089,0.1982,0.23426,0.02272,0,0.002773,0.002773,0.002773
221,5168.5,0.74961,1.63149,0.38377,0.32145,0.01833,9.50471,0.98024,1,0.99471,0.86728,0.98024,1,0.99471,0.11858,0.56964,4.15688,0.17981,0.21769,0.0234,0,0.00274,0.00274,0.00274
222,5192.24,0.73086,1.71674,0.3826,0.32464,0.01755,9.57518,0.98981,0.9249,0.98939,0.85845,0.97962,0.91538,0.97553,0.11625,0.57318,4.16961,0.16715,0.31058,0.0237,0,0.002707,0.002707,0.002707
223,5214.98,0.72828,1.70609,0.38542,0.32709,0.01753,9.27576,0.96242,0.97576,0.9926,0.86634,0.95306,0.96681,0.98874,0.11847,0.58749,4.16464,0.16788,0.2506,0.02419,0,0.002674,0.002674,0.002674
224,5238.87,0.71381,1.65046,0.39151,0.32704,0.01701,9.04519,0.94299,0.98095,0.98729,0.87967,0.93379,0.97143,0.98353,0.11878,0.52862,4.14973,0.19673,0.28512,0.0217,0,0.002641,0.002641,0.002641
225,5262.63,0.72117,1.65589,0.39302,0.32792,0.01752,9.15063,0.99019,0.96156,0.99312,0.87694,0.98039,0.95214,0.99119,0.11918,0.56486,4.13941,0.22236,0.23471,0.02328,0,0.002608,0.002608,0.002608
226,5285.58,0.71832,1.66579,0.3792,0.31953,0.01728,8.84455,0.955,0.99048,0.987,0.86143,0.94582,0.98095,0.98415,0.11919,0.56182,4.14106,0.16833,0.23203,0.02301,0,0.002575,0.002575,0.002575
227,5308.37,0.72895,1.63779,0.38879,0.32777,0.01756,9.0843,0.9589,0.95238,0.98962,0.86258,0.9589,0.95238,0.98962,0.12026,0.54249,4.12078,0.16481,0.29859,0.0223,0,0.002542,0.002542,0.002542
228,5332.15,0.71213,1.7413,0.3836,0.32671,0.017,9.19115,0.97831,0.97143,0.99333,0.87431,0.97831,0.97143,0.99333,0.1197,0.5478,4.14689,0.17321,0.23164,0.02253,0,0.002509,0.002509,0.002509
229,5356.16,0.72631,1.66144,0.39707,0.3197,0.01786,9.0956,0.96325,0.99861,0.99243,0.879,0.96325,0.99861,0.99243,0.11936,0.52069,4.12869,0.15003,0.20466,0.02124,0,0.002476,0.002476,0.002476
230,5378.88,0.74437,1.65143,0.3899,0.33151,0.01765,8.92414,0.98967,0.99048,0.99462,0.88309,0.98967,0.99048,0.99462,0.11821,0.54434,4.18088,0.15126,0.18489,0.02249,0,0.002443,0.002443,0.002443
231,5403.3,0.71583,1.61684,0.39791,0.303,0.0172,8.87938,0.98927,0.99048,0.99252,0.86914,0.97975,0.98095,0.99144,0.1184,0.55263,4.18307,0.1803,0.19632,0.02276,0,0.00241,0.00241,0.00241
232,5427.36,0.72715,1.6488,0.39061,0.31235,0.01774,8.98471,0.98691,0.98095,0.99263,0.87404,0.977,0.97143,0.99145,0.11718,0.54079,4.20463,0.16252,0.20443,0.02234,0,0.002377,0.002377,0.002377
233,5451.23,0.73499,1.66187,0.38297,0.32766,0.01795,9.1712,0.97991,0.97143,0.99121,0.86988,0.97019,0.9619,0.9898,0.11707,0.56991,4.18319,0.17136,0.23475,0.02332,0,0.002344,0.002344,0.002344
234,5473.38,0.72131,1.61225,0.38796,0.31627,0.01736,9.36957,0.98153,0.98095,0.99135,0.87728,0.9717,0.97143,0.99069,0.11923,0.56094,4.16341,0.1746,0.22307,0.02312,0,0.002311,0.002311,0.002311
235,5496.76,0.73231,1.70453,0.38354,0.31611,0.01765,9.19112,0.98071,0.9685,0.98749,0.86782,0.97107,0.95912,0.98402,0.11913,0.54994,4.13321,0.20251,0.23856,0.02264,0,0.002278,0.002278,0.002278
236,5520.28,0.71396,1.71505,0.3841,0.30375,0.01732,9.61411,0.96317,0.99627,0.98508,0.86597,0.95396,0.98675,0.98206,0.11689,0.58225,4.14954,0.17765,0.24434,0.02415,0,0.002245,0.002245,0.002245
237,5542.53,0.70403,1.64531,0.38767,0.29234,0.01713,9.2159,0.92795,0.98124,0.98771,0.87825,0.91895,0.97184,0.98415,0.11676,0.53771,4.15561,0.17609,0.2648,0.02227,0,0.002212,0.002212,0.002212
238,5566.4,0.71273,1.61118,0.38637,0.3039,0.01704,8.8794,0.96283,0.99048,0.99388,0.88901,0.96283,0.99048,0.99388,0.11657,0.5231,4.2024,0.16589,0.20722,0.02156,0,0.002179,0.002179,0.002179
239,5590.58,0.72172,1.76941,0.38734,0.30444,0.01741,9.45319,0.96289,0.9884,0.99062,0.88144,0.96289,0.9884,0.99062,0.11846,0.54484,4.1812,0.16923,0.22721,0.02242,0,0.002146,0.002146,0.002146
240,5614.69,0.73474,1.709,0.38763,0.31147,0.01761,8.93062,0.99125,0.97143,0.99453,0.87701,0.99125,0.97143,0.99453,0.12014,0.55274,4.16492,0.16204,0.21477,0.02291,0,0.002113,0.002113,0.002113
241,5637.4,0.6824,1.63667,0.38963,0.29963,0.01642,8.87688,0.97875,0.99048,0.99297,0.87423,0.96934,0.98095,0.99012,0.11857,0.54844,4.14743,0.17031,0.18605,0.02268,0,0.00208,0.00208,0.00208
242,5660.96,0.71749,1.70774,0.38715,0.30293,0.01728,9.07441,0.97033,0.99048,0.99236,0.8774,0.96087,0.98095,0.98771,0.11973,0.56667,4.13547,0.18585,0.22209,0.02361,0,0.002047,0.002047,0.002047
243,5684.68,0.69339,1.68278,0.39449,0.2981,0.01682,8.8986,0.97171,1,0.99149,0.86382,0.96246,0.99048,0.98987,0.11943,0.59957,4.16275,0.16839,0.21976,0.02491,0,0.002014,0.002014,0.002014
244,5707.24,0.71059,1.63301,0.39526,0.3181,0.0169,8.50267,0.99744,0.99048,0.995,0.87908,0.99744,0.99048,0.995,0.11939,0.55684,4.16937,0.18257,0.19424,0.02308,0,0.001981,0.001981,0.001981
245,5730.56,0.7193,1.71819,0.39714,0.30179,0.01735,8.81486,0.99887,0.99048,0.995,0.88065,0.99887,0.99048,0.995,0.119,0.54998,4.16658,0.17975,0.18675,0.02278,0,0.001948,0.001948,0.001948
246,5754.19,0.69728,1.64238,0.39189,0.29378,0.01686,8.41262,0.98039,1,0.99433,0.88153,0.98039,1,0.99433,0.1194,0.54547,4.13892,0.17586,0.2178,0.02265,0,0.001915,0.001915,0.001915
247,5777.79,0.69574,1.53472,0.39404,0.28982,0.01663,8.26241,0.98892,0.99048,0.9949,0.87403,0.98892,0.99048,0.9949,0.11907,0.58301,4.15315,0.18129,0.23369,0.02428,0,0.001882,0.001882,0.001882
248,5800.16,0.70253,1.62483,0.38711,0.30696,0.0169,8.56107,0.97183,0.98579,0.99288,0.87264,0.97183,0.98579,0.99288,0.12133,0.57259,4.14646,0.17341,0.24877,0.02371,0,0.001849,0.001849,0.001849
249,5823.75,0.719,1.60945,0.39299,0.30966,0.01772,8.69818,0.97189,0.98771,0.99267,0.87533,0.96252,0.97834,0.9888,0.11901,0.55266,4.16803,0.19165,0.29717,0.02288,0,0.001816,0.001816,0.001816
250,5847.17,0.71139,1.69973,0.3868,0.29722,0.01709,8.73443,0.97156,0.9759,0.99005,0.87323,0.9621,0.96698,0.986,0.11753,0.54777,4.16983,0.20193,0.26934,0.02268,0,0.001783,0.001783,0.001783
251,5869.84,0.68741,1.61203,0.39766,0.29423,0.01657,8.44218,0.98837,0.97143,0.99309,0.87329,0.9826,0.9619,0.99245,0.11875,0.57659,4.18263,0.21834,0.23004,0.02395,0,0.00175,0.00175,0.00175
252,5893.16,0.71875,1.66478,0.38585,0.31143,0.0175,9.04554,0.98109,0.98824,0.99425,0.87664,0.97164,0.97885,0.99304,0.11887,0.56577,4.20557,0.20586,0.20493,0.02352,0,0.001717,0.001717,0.001717
253,5916.86,0.6863,1.64128,0.39132,0.3028,0.0166,8.62211,0.98077,0.97135,0.99213,0.87728,0.98077,0.97135,0.99213,0.1189,0.53727,4.22759,0.20171,0.23193,0.02228,0,0.001684,0.001684,0.001684
254,5940.8,0.71912,1.61945,0.39381,0.31339,0.01755,8.81309,0.97169,0.98069,0.9931,0.87168,0.95283,0.96183,0.98198,0.11862,0.56596,4.20941,0.19943,0.21754,0.02333,0,0.001651,0.001651,0.001651
255,5963.62,0.70691,1.68381,0.38507,0.29902,0.01722,8.82059,0.97217,0.99814,0.99298,0.87219,0.95362,0.97909,0.9786,0.11712,0.55013,4.22086,0.21012,0.20425,0.02279,0,0.001618,0.001618,0.001618
256,5987.91,0.70439,1.60503,0.38954,0.29985,0.01697,8.39282,0.95343,0.99048,0.99175,0.88539,0.94427,0.98095,0.98944,0.11783,0.53775,4.20747,0.20723,0.24586,0.02217,0,0.001585,0.001585,0.001585
257,6012.18,0.69865,1.64843,0.3883,0.29446,0.0169,8.62955,0.99016,0.95819,0.99222,0.87197,0.98032,0.94866,0.99037,0.1188,0.57406,4.20517,0.21971,0.22494,0.02374,0,0.001552,0.001552,0.001552
258,6036.34,0.71183,1.65986,0.39195,0.30398,0.01716,9.05367,0.95943,0.97143,0.99259,0.88601,0.95002,0.9619,0.98994,0.11805,0.54693,4.20122,0.21159,0.22708,0.02266,0,0.001519,0.001519,0.001519
259,6059.17,0.7022,1.6582,0.38158,0.30507,0.01681,8.68868,0.98109,0.98827,0.99452,0.87196,0.97015,0.97143,0.98067,0.11591,0.57635,4.21489,0.18998,0.22303,0.02401,0,0.001486,0.001486,0.001486
260,6082.93,0.70684,1.63228,0.39298,0.30638,0.01701,8.88666,0.99231,0.94286,0.99296,0.88022,0.97226,0.92381,0.97617,0.11626,0.55343,4.2142,0.16062,0.23325,0.02304,0,0.001453,0.001453,0.001453
261,6106.9,0.69685,1.72343,0.38162,0.3177,0.0167,8.80301,0.95087,1,0.9928,0.88216,0.93262,0.98095,0.97556,0.11546,0.53958,4.21078,0.17817,0.22997,0.02245,0,0.00142,0.00142,0.00142
262,6131.2,0.69816,1.71941,0.38585,0.30809,0.01706,8.93582,0.99028,0.96995,0.99395,0.88359,0.97083,0.95096,0.97919,0.11566,0.52579,4.21775,0.19337,0.27093,0.02169,0,0.001387,0.001387,0.001387
263,6154.06,0.67847,1.61241,0.38344,0.29912,0.01623,8.32477,0.97195,0.98997,0.99287,0.87714,0.9626,0.98045,0.98632,0.11679,0.55408,4.19558,0.18599,0.23058,0.02293,0,0.001354,0.001354,0.001354
264,6177.96,0.6986,1.65381,0.3856,0.30946,0.017,8.50817,0.99038,0.98072,0.99444,0.87597,0.97068,0.9619,0.97847,0.11605,0.53417,4.2051,0.18048,0.2373,0.02211,0,0.001321,0.001321,0.001321
265,6202.14,0.70096,1.68778,0.38806,0.29854,0.01721,8.72336,0.97903,0.98095,0.99131,0.85927,0.96952,0.97143,0.98847,0.11746,0.59212,4.19391,0.18452,0.23728,0.02456,0,0.001288,0.001288,0.001288
266,6226.53,0.68925,1.72188,0.38412,0.30282,0.01652,8.72897,0.99032,0.97426,0.99445,0.88089,0.98064,0.96473,0.98083,0.11769,0.55537,4.19532,0.19022,0.2361,0.02318,0,0.001255,0.001255,0.001255
267,6249.5,0.7006,1.64734,0.38792,0.30202,0.01679,8.07792,0.97921,0.99048,0.99297,0.88028,0.96027,0.97143,0.96875,0.11586,0.51896,4.21323,0.17692,0.26966,0.02147,0,0.001222,0.001222,0.001222
268,6273.51,0.6726,1.62012,0.38612,0.28325,0.01623,8.29306,0.94382,1,0.99216,0.8755,0.93463,0.99048,0.98771,0.1179,0.54315,4.20918,0.16949,0.24551,0.02255,0,0.001189,0.001189,0.001189
269,6297.73,0.67845,1.64957,0.38404,0.29683,0.01617,8.20539,0.98897,0.99048,0.9949,0.87051,0.96991,0.97143,0.98959,0.11789,0.56064,4.202,0.18415,0.19414,0.02337,0,0.001156,0.001156,0.001156
270,6322.33,0.70013,1.59204,0.38179,0.297,0.01719,8.21789,0.98123,0.99588,0.99257,0.87579,0.97185,0.9865,0.99051,0.11744,0.55395,4.18767,0.16704,0.23332,0.02305,0,0.001123,0.001123,0.001123
271,6345.64,0.70152,1.61405,0.38297,0.29542,0.01647,8.12668,0.97153,0.99048,0.99207,0.86481,0.95276,0.97143,0.98703,0.11765,0.55728,4.21662,0.17739,0.2587,0.02326,0,0.00109,0.00109,0.00109
272,6369.12,0.6927,1.59799,0.388,0.29796,0.01687,8.23806,0.97216,0.99789,0.99278,0.8691,0.95361,0.97885,0.98404,0.11666,0.55363,4.2073,0.17618,0.22881,0.02311,0,0.001057,0.001057,0.001057
273,6393.45,0.69508,1.65968,0.38125,0.28596,0.01666,8.6458,0.97222,0.99977,0.99276,0.87056,0.95365,0.98095,0.98945,0.11744,0.56423,4.20021,0.17544,0.2318,0.02356,0,0.001024,0.001024,0.001024
274,6418.04,0.70036,1.56186,0.38921,0.29713,0.01678,8.35037,0.97897,0.97143,0.99355,0.8721,0.95978,0.95238,0.98583,0.11724,0.5611,4.21444,0.16828,0.29185,0.02342,0,0.000991,0.000991,0.000991
275,6441.68,0.68471,1.63939,0.39115,0.3013,0.01655,8.18467,0.98049,0.95718,0.99258,0.87064,0.93335,0.98095,0.98748,0.11729,0.56295,4.2164,0.16637,0.26471,0.02348,0,0.000958,0.000958,0.000958
276,6465.77,0.67753,1.63847,0.38475,0.28928,0.01631,8.29508,0.97244,0.98095,0.99281,0.87389,0.963,0.97143,0.98975,0.11809,0.56045,4.21671,0.1698,0.24672,0.02337,0,0.000925,0.000925,0.000925
277,6490.37,0.69981,1.63283,0.38208,0.29627,0.01645,8.22645,0.97878,0.98095,0.99318,0.87254,0.96928,0.97143,0.98984,0.11789,0.57062,4.20777,0.1671,0.24389,0.0237,0,0.000892,0.000892,0.000892
278,6514.44,0.68366,1.64192,0.39779,0.29094,0.0164,8.0497,0.97973,1,0.99366,0.87641,0.9625,0.97769,0.98034,0.11722,0.55439,4.20862,0.16994,0.21363,0.02313,0,0.000859,0.000859,0.000859
279,6537.63,0.69522,1.65476,0.39627,0.30638,0.0166,8.09046,0.98113,0.99029,0.99462,0.87077,0.9717,0.98085,0.99103,0.11825,0.55922,4.18035,0.17961,0.19352,0.02328,0,0.000826,0.000826,0.000826
280,6560.95,0.6787,1.60062,0.38825,0.29504,0.01642,8.07337,0.97162,1,0.99424,0.87894,0.96222,0.99048,0.99079,0.11881,0.55472,4.17152,0.1828,0.20381,0.02312,0,0.000793,0.000793,0.000793
281,6585.1,0.70513,1.65952,0.3864,0.29617,0.01681,8.26302,0.99049,0.95238,0.99389,0.87211,0.98038,0.94286,0.98609,0.11702,0.5586,4.17455,0.18105,0.21672,0.02324,0,0.00076,0.00076,0.00076
282,6609.17,0.71416,1.69167,0.38407,0.30078,0.01743,8.6614,0.99369,0.99048,0.995,0.87812,0.98391,0.98095,0.99145,0.12091,0.56664,4.17139,0.17359,0.17659,0.02349,0,0.000727,0.000727,0.000727
283,6632.42,0.70188,1.59873,0.39192,0.31123,0.01702,8.06526,0.98121,0.99495,0.99433,0.87922,0.97184,0.98593,0.99045,0.11744,0.57893,4.19741,0.17383,0.19312,0.02409,0,0.000694,0.000694,0.000694
284,6655.7,0.68718,1.63641,0.39246,0.29006,0.01656,8.21048,0.98064,0.96485,0.9937,0.87764,0.97109,0.95959,0.98959,0.11879,0.57455,4.18702,0.16931,0.21099,0.02382,0,0.000661,0.000661,0.000661
285,6680.54,0.68253,1.63219,0.38734,0.29025,0.01644,8.2364,0.98071,0.9684,0.99254,0.87192,0.97107,0.95905,0.98802,0.11875,0.57872,4.18723,0.17791,0.21715,0.02408,0,0.000628,0.000628,0.000628
286,6704.63,0.67284,1.62115,0.38965,0.29175,0.0162,7.91641,0.99035,0.97787,0.99453,0.87558,0.98071,0.96853,0.98071,0.11845,0.55537,4.19597,0.18412,0.199,0.02308,0,0.000595,0.000595,0.000595
287,6729.08,0.68119,1.65552,0.37871,0.29003,0.01648,8.14594,0.98112,0.99007,0.99453,0.87568,0.97169,0.98061,0.99031,0.1183,0.5642,4.20495,0.1827,0.19325,0.02343,0,0.000562,0.000562,0.000562
288,6752.78,0.67667,1.58476,0.39151,0.29458,0.01632,7.68172,0.96972,0.98095,0.99406,0.87273,0.9603,0.97143,0.98008,0.11624,0.57769,4.19523,0.18367,0.25434,0.02405,0,0.000529,0.000529,0.000529
