epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/l1_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/l1_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
99,2345.96,0.91163,1.67694,0.42592,0.44891,0.02309,13.0117,0.91919,0.97496,0.98486,0.79718,0.8833,0.93712,0.95267,0.11479,0.78706,4.18955,0.30271,0.35816,0.03306,0,0.006766,0.006766,0.006766
100,2369.51,0.89013,1.71338,0.42609,0.3999,0.02198,12.7426,0.96456,0.94286,0.98727,0.80462,0.94438,0.92381,0.9775,0.1199,0.75878,4.12019,0.24069,0.45747,0.03103,0,0.006733,0.006733,0.006733
101,2392.87,0.87436,1.77661,0.41507,0.38827,0.02174,12.6809,0.87762,0.90476,0.96677,0.81707,0.87762,0.90476,0.96677,0.12201,0.65517,4.09494,0.26531,0.44228,0.02741,0,0.0067,0.0067,0.0067
102,2415.31,0.89479,1.7438,0.42083,0.40445,0.02226,12.7775,0.95249,0.97143,0.99113,0.81652,0.95249,0.97143,0.99113,0.12036,0.75824,4.04746,0.24116,0.29947,0.03188,0,0.006667,0.006667,0.006667
103,2438.9,0.88368,1.7561,0.41466,0.40073,0.02224,12.7006,0.96944,0.95238,0.99117,0.82133,0.96944,0.95238,0.99117,0.11861,0.6982,4.12368,0.21735,0.29007,0.02905,0,0.006634,0.006634,0.006634
104,2462.57,0.90013,1.70969,0.42405,0.41061,0.02231,12.4703,0.95133,0.93087,0.97783,0.78682,0.93187,0.91182,0.9429,0.10846,0.79739,4.20808,0.29262,0.38014,0.03307,0,0.006601,0.006601,0.006601
105,2485.26,0.888,1.70801,0.41347,0.39747,0.02191,12.2825,0.97666,0.9619,0.99136,0.81475,0.96699,0.95238,0.98489,0.11988,0.76077,4.09454,0.29564,0.32993,0.03177,0,0.006568,0.006568,0.006568
106,2508.16,0.87147,1.66458,0.41835,0.40592,0.02161,12.4082,0.95954,0.9619,0.98959,0.827,0.95954,0.9619,0.98959,0.12223,0.69287,4.07332,0.30137,0.31179,0.02911,0,0.006535,0.006535,0.006535
107,2531.74,0.85055,1.76969,0.41396,0.38964,0.02087,12.1599,0.9713,0.9671,0.99248,0.84218,0.96174,0.95758,0.98737,0.12326,0.66916,4.03194,0.24276,0.31522,0.02789,0,0.006502,0.006502,0.006502
108,2555.36,0.88083,1.76616,0.41265,0.40811,0.02234,12.2527,0.98171,0.97143,0.99372,0.82546,0.95283,0.94286,0.96875,0.12123,0.73672,4.09445,0.24212,0.3092,0.03054,0,0.006469,0.006469,0.006469
109,2577.77,0.89757,1.78827,0.41528,0.40273,0.02285,12.5317,0.943,0.94545,0.98461,0.80108,0.9335,0.93592,0.97412,0.11647,0.75748,4.12812,0.31333,0.3872,0.03106,0,0.006436,0.006436,0.006436
110,2601.43,0.90864,1.79112,0.40977,0.38869,0.02276,12.2456,0.96251,0.97816,0.98957,0.82173,0.94377,0.95911,0.96628,0.11766,0.72769,4.08665,0.33497,0.29655,0.03058,0,0.006403,0.006403,0.006403
111,2625.02,0.9059,1.80171,0.40701,0.41644,0.02269,12.8539,0.98733,0.97143,0.99386,0.82721,0.98733,0.97143,0.99386,0.11732,0.71783,4.17931,0.24181,0.32383,0.03012,0,0.00637,0.00637,0.00637
112,2647.38,0.89244,1.75713,0.4083,0.40794,0.02231,12.5017,0.95336,0.9734,0.98886,0.84113,0.95336,0.9734,0.98886,0.11932,0.63585,4.10268,0.25,0.3033,0.02621,0,0.006337,0.006337,0.006337
113,2670.14,0.85906,1.85531,0.42001,0.40928,0.02146,12.8055,0.96188,0.96132,0.9875,0.82668,0.93331,0.93294,0.95752,0.11507,0.74848,4.12061,0.27682,0.34849,0.03136,0,0.006304,0.006304,0.006304
114,2693.59,0.83069,1.70999,0.42376,0.38024,0.02054,12.0932,0.9809,0.97821,0.99078,0.82473,0.95225,0.94974,0.95963,0.11398,0.68373,4.12013,0.26749,0.31146,0.02854,0,0.006271,0.006271,0.006271
115,2716.99,0.89656,1.78356,0.42603,0.39467,0.0223,12.7157,0.99799,0.92381,0.9909,0.76871,0.9877,0.91429,0.97616,0.11822,0.8885,4.13977,0.35186,0.44641,0.03684,0,0.006238,0.006238,0.006238
116,2739.02,0.88397,1.7563,0.4272,0.40766,0.0221,12.5897,0.95211,0.94676,0.97692,0.77281,0.95211,0.94676,0.98108,0.11901,0.89218,4.04462,0.22899,0.47472,0.03693,0,0.006205,0.006205,0.006205
117,2762.32,0.92194,1.82317,0.41832,0.4023,0.02244,12.7802,0.97117,0.96235,0.99175,0.8188,0.95195,0.94352,0.9726,0.12002,0.75604,4.07752,0.22561,0.28516,0.03165,0,0.006172,0.006172,0.006172
118,2785.75,0.90577,1.83414,0.41558,0.40805,0.02248,12.56,0.93419,0.94639,0.98144,0.81392,0.92479,0.93686,0.97897,0.11666,0.75154,4.17325,0.2197,0.3863,0.03128,0,0.006139,0.006139,0.006139
119,2808.54,0.87001,1.79173,0.41046,0.40505,0.02142,12.2637,0.99008,0.95092,0.99143,0.78861,0.97178,0.93333,0.98186,0.11554,0.82325,4.13393,0.22613,0.32379,0.03482,0,0.006106,0.006106,0.006106
120,2832.34,0.86599,1.74313,0.41147,0.40513,0.02147,11.9417,0.96283,0.98674,0.99271,0.82709,0.96283,0.98674,0.99063,0.11875,0.72233,4.0926,0.23365,0.32237,0.03006,0,0.006073,0.006073,0.006073
121,2856.04,0.87629,1.70724,0.41522,0.39925,0.02158,11.6344,0.9283,0.98648,0.98299,0.77596,0.91934,0.97696,0.97275,0.11699,0.86396,4.05101,0.22848,0.34154,0.03524,0,0.00604,0.00604,0.00604
122,2880.1,0.87711,1.82276,0.40029,0.39335,0.02133,12.0276,0.95041,0.97143,0.98119,0.78188,0.95041,0.97143,0.98119,0.1256,0.80896,4.04969,0.18198,0.35959,0.03316,0,0.006007,0.006007,0.006007
123,2902.83,0.86866,1.79483,0.40255,0.40288,0.02158,12.3512,0.95161,0.97143,0.98683,0.84033,0.95161,0.97143,0.98683,0.12338,0.65912,4.10256,0.19385,0.32486,0.02722,0,0.005974,0.005974,0.005974
124,2926.46,0.85515,1.68457,0.41864,0.38428,0.02091,11.7273,0.96864,0.9619,0.98831,0.80767,0.95905,0.95238,0.98511,0.11823,0.78595,4.12358,0.19331,0.31114,0.03345,0,0.005941,0.005941,0.005941
125,2950.11,0.85482,1.69324,0.41587,0.37449,0.02124,11.5941,0.96503,0.94286,0.99004,0.83502,0.9184,0.96474,0.98522,0.12114,0.71244,4.10165,0.20215,0.29046,0.02947,0,0.005908,0.005908,0.005908
126,2973.81,0.87911,1.74276,0.41734,0.41327,0.02173,12.1857,0.907,0.97143,0.97814,0.81592,0.907,0.97143,0.97814,0.1183,0.71852,4.12263,0.19008,0.38199,0.0299,0,0.005875,0.005875,0.005875
127,2995.93,0.88106,1.7823,0.4106,0.41348,0.02163,12.1083,0.96107,0.9404,0.98191,0.81278,0.96107,0.9404,0.98321,0.11809,0.72008,4.07897,0.22663,0.39356,0.02986,0,0.005842,0.005842,0.005842
128,3019.34,0.90163,1.77011,0.4083,0.43466,0.02197,12.2167,0.95446,0.99804,0.99253,0.84276,0.94535,0.98852,0.9874,0.11804,0.68379,4.13251,0.2484,0.31968,0.02825,0,0.005809,0.005809,0.005809
129,3042.37,0.91391,1.67499,0.41511,0.42242,0.02301,12.2777,0.98055,0.96035,0.99214,0.81502,0.98055,0.96035,0.99214,0.11887,0.7898,4.15687,0.25677,0.38957,0.03343,0,0.005776,0.005776,0.005776
130,3064.58,0.86924,1.73141,0.42499,0.39845,0.02175,12.2441,0.95259,0.98095,0.9899,0.84317,0.95259,0.98095,0.9899,0.11754,0.68816,4.10932,0.2426,0.31248,0.02863,0,0.005743,0.005743,0.005743
131,3087.42,0.88521,1.74589,0.41901,0.4183,0.02177,12.3282,0.93555,1,0.98881,0.82802,0.93555,1,0.98881,0.11694,0.73264,4.1708,0.22514,0.26745,0.03102,0,0.00571,0.00571,0.00571
132,3110.6,0.86208,1.81035,0.41387,0.38329,0.02122,12.2029,0.97049,0.97143,0.99011,0.82972,0.96098,0.9619,0.98476,0.11671,0.69829,4.15237,0.30359,0.29638,0.02886,0,0.005677,0.005677,0.005677
133,3133.55,0.86385,1.6686,0.4111,0.38714,0.02182,11.7622,0.97113,0.96122,0.99219,0.85117,0.96151,0.9517,0.98407,0.12164,0.68851,4.10996,0.27511,0.2705,0.02889,0,0.005644,0.005644,0.005644
134,3155.59,0.87538,1.72688,0.41535,0.40846,0.0217,11.8151,0.93437,0.94908,0.98378,0.82491,0.92499,0.93955,0.97586,0.11457,0.70264,4.18534,0.22228,0.33609,0.02907,0,0.005611,0.005611,0.005611
135,3178.77,0.84958,1.69263,0.41696,0.399,0.02103,11.6767,0.93604,0.97561,0.98912,0.83627,0.93604,0.97561,0.98582,0.12151,0.6345,4.0903,0.21266,0.31429,0.02617,0,0.005578,0.005578,0.005578
136,3201.9,0.84156,1.76528,0.41096,0.38206,0.02045,11.7281,0.95281,0.96156,0.98903,0.81334,0.95281,0.96156,0.98903,0.11772,0.73747,4.19121,0.20414,0.33405,0.03075,0,0.005545,0.005545,0.005545
137,3223.94,0.87274,1.71954,0.42144,0.3974,0.0217,11.7007,0.95229,0.93333,0.98541,0.78113,0.93285,0.91429,0.97372,0.1178,0.81192,4.07081,0.19307,0.40219,0.03329,0,0.005512,0.005512,0.005512
138,3246.92,0.84444,1.68662,0.40738,0.37973,0.02073,11.6944,0.99018,0.96029,0.99342,0.84605,0.99018,0.96029,0.99342,0.12338,0.62282,4.13214,0.26503,0.24177,0.02561,0,0.005479,0.005479,0.005479
139,3270.14,0.80619,1.68606,0.40239,0.36635,0.01965,11.2415,0.93646,0.98248,0.98906,0.82806,0.9183,0.96344,0.9745,0.117,0.66165,4.10797,0.19976,0.26675,0.02743,0,0.005446,0.005446,0.005446
140,3292.03,0.83103,1.77995,0.40224,0.36662,0.02006,11.5289,0.95176,0.92381,0.9843,0.84503,0.94168,0.91429,0.97082,0.1162,0.62147,4.11291,0.22481,0.29166,0.02549,0,0.005413,0.005413,0.005413
141,3315.11,0.84904,1.74251,0.40667,0.37716,0.02117,11.8263,0.96246,0.97663,0.98981,0.82715,0.95308,0.9672,0.98648,0.11536,0.69338,4.18294,0.23312,0.24894,0.02905,0,0.00538,0.00538,0.00538
142,3338.34,0.84097,1.72155,0.40949,0.36952,0.02082,11.8519,0.96258,0.99048,0.99006,0.82188,0.95333,0.98095,0.98645,0.11612,0.72218,4.14649,0.21186,0.27401,0.02984,0,0.005347,0.005347,0.005347
143,3360.71,0.87438,1.79881,0.40875,0.38804,0.02125,12.1105,0.99046,0.98845,0.99386,0.80943,0.98091,0.97893,0.9908,0.12149,0.7685,4.13551,0.23241,0.23535,0.03182,0,0.005314,0.005314,0.005314
144,3384,0.84299,1.6532,0.41468,0.3935,0.02113,11.4142,0.95439,0.99648,0.99055,0.83957,0.95439,0.99648,0.99055,0.11844,0.66091,4.11902,0.26322,0.25904,0.02754,0,0.005281,0.005281,0.005281
145,3407.19,0.83308,1.75092,0.40301,0.35922,0.02048,11.4123,0.95316,0.98095,0.9905,0.83432,0.95316,0.98095,0.9905,0.11735,0.65605,4.12704,0.23503,0.26313,0.02712,0,0.005248,0.005248,0.005248
146,3429.42,0.83064,1.69758,0.40811,0.37794,0.0202,11.2833,0.95795,0.95238,0.99024,0.81598,0.94813,0.94286,0.97567,0.11573,0.70913,4.12149,0.18125,0.29931,0.02943,0,0.005215,0.005215,0.005215
147,3452.44,0.84584,1.67535,0.41003,0.38781,0.02067,11.3161,0.95355,0.97764,0.9911,0.85152,0.94427,0.96818,0.98687,0.11879,0.60403,4.08648,0.20672,0.26131,0.02527,0,0.005182,0.005182,0.005182
148,3475.82,0.8338,1.78327,0.40737,0.37486,0.02055,11.6538,0.95646,0.98095,0.98906,0.82599,0.95646,0.98095,0.98906,0.11786,0.69107,4.13441,0.24528,0.3214,0.02857,0,0.005149,0.005149,0.005149
149,3497.98,0.81344,1.69867,0.40894,0.3717,0.0198,11.0746,0.97858,0.98095,0.99248,0.83823,0.95957,0.9619,0.97295,0.11554,0.65234,4.19003,0.2711,0.26419,0.02679,0,0.005116,0.005116,0.005116
150,3521.35,0.82203,1.86763,0.40345,0.39709,0.02049,11.9522,0.9517,0.97143,0.99091,0.83802,0.94221,0.9619,0.98268,0.11664,0.66018,4.14328,0.27078,0.27708,0.02722,0,0.005083,0.005083,0.005083
151,3544.41,0.79929,1.60958,0.421,0.38071,0.01989,10.9855,0.97553,0.97143,0.99223,0.82504,0.95609,0.95238,0.96851,0.11524,0.71378,4.13031,0.2335,0.30627,0.02978,0,0.00505,0.00505,0.00505
152,3566.9,0.82044,1.64481,0.40456,0.368,0.02031,11.2186,0.98089,0.97767,0.993,0.83223,0.96178,0.95878,0.9737,0.11901,0.67769,4.0666,0.24598,0.26252,0.02793,0,0.005017,0.005017,0.005017
153,3589.38,0.79728,1.67664,0.41343,0.36402,0.01953,10.8562,0.99055,0.99813,0.99387,0.83302,0.9811,0.9886,0.9895,0.11896,0.66361,4.11493,0.25381,0.23659,0.02751,0,0.004984,0.004984,0.004984
154,3612.74,0.84995,1.7256,0.39976,0.38196,0.02068,11.2401,0.9622,0.96974,0.9917,0.83946,0.95275,0.96021,0.98318,0.12179,0.64227,4.11175,0.21439,0.27102,0.02653,0,0.004951,0.004951,0.004951
155,3635.62,0.83158,1.67707,0.40208,0.38136,0.02033,10.6348,0.96215,0.96835,0.98996,0.83772,0.96215,0.96835,0.98996,0.1202,0.61879,4.15555,0.18632,0.29607,0.02552,0,0.004918,0.004918,0.004918
156,3657.88,0.82399,1.66974,0.39666,0.37655,0.02062,11.0238,0.97212,1,0.99434,0.82925,0.96273,0.99048,0.99208,0.11987,0.71211,4.13936,0.18471,0.23372,0.02991,0,0.004885,0.004885,0.004885
157,3681.12,0.82383,1.74346,0.39837,0.3504,0.02036,10.9489,0.98952,0.99048,0.99471,0.86106,0.98952,0.99048,0.99471,0.12002,0.57647,4.1052,0.17109,0.20969,0.02374,0,0.004852,0.004852,0.004852
158,3703.96,0.82773,1.66741,0.40548,0.36945,0.02038,11.1686,0.99036,0.97871,0.99242,0.84442,0.99036,0.97871,0.99242,0.11635,0.60834,4.14467,0.24343,0.24561,0.02499,0,0.004819,0.004819,0.004819
159,3726.09,0.80661,1.74444,0.39185,0.36223,0.02022,11.1621,0.9784,0.97143,0.99085,0.84216,0.9784,0.97143,0.99085,0.1185,0.6398,4.14909,0.17456,0.27274,0.02677,0,0.004786,0.004786,0.004786
160,3749.64,0.80855,1.71134,0.40483,0.34936,0.01977,10.8534,0.99009,0.95113,0.99155,0.84423,0.98018,0.94212,0.97812,0.12149,0.62451,4.09824,0.16921,0.26865,0.02601,0,0.004753,0.004753,0.004753
161,3773.21,0.81785,1.78903,0.39944,0.34568,0.01978,10.8262,1,0.97696,0.99463,0.84966,1,0.97696,0.99463,0.11904,0.61229,4.12312,0.19262,0.25386,0.02538,0,0.00472,0.00472,0.00472
162,3795.24,0.78194,1.68244,0.40458,0.33878,0.01894,10.451,0.96839,1,0.99415,0.85177,0.95917,0.99048,0.99249,0.12275,0.62093,4.13303,0.18163,0.20502,0.02588,0,0.004687,0.004687,0.004687
163,3818.84,0.79453,1.68804,0.39676,0.34197,0.01903,10.5658,0.97176,0.99048,0.99248,0.85376,0.96241,0.98095,0.98258,0.11607,0.6084,4.14826,0.16568,0.24257,0.0251,0,0.004654,0.004654,0.004654
164,3842.15,0.80324,1.7557,0.39499,0.35403,0.02003,11.0619,0.97276,0.97143,0.9925,0.83362,0.93629,0.97969,0.98465,0.12076,0.65514,4.09915,0.16921,0.32564,0.02719,0,0.004621,0.004621,0.004621
165,3864,0.81999,1.5952,0.39814,0.35655,0.01999,10.6956,0.94425,0.98095,0.98364,0.84291,0.92576,0.9619,0.9736,0.1196,0.61394,4.11239,0.17044,0.3279,0.02541,0,0.004588,0.004588,0.004588
166,3887.58,0.79057,1.70893,0.39456,0.34974,0.01955,10.9124,0.95297,1,0.99235,0.84455,0.94373,0.99048,0.99151,0.11739,0.66745,4.15227,0.19735,0.24563,0.0278,0,0.004555,0.004555,0.004555
167,3910.92,0.78229,1.77194,0.40043,0.34475,0.01933,10.9822,0.98107,0.98693,0.99286,0.84085,0.98107,0.98693,0.99286,0.11717,0.66224,4.18748,0.21598,0.22388,0.0274,0,0.004522,0.004522,0.004522
168,3933.22,0.79461,1.76878,0.39542,0.34029,0.01948,10.6905,0.93388,1,0.98928,0.8528,0.92499,0.99048,0.98739,0.11822,0.60385,4.14115,0.1417,0.25993,0.02474,0,0.004489,0.004489,0.004489
169,3956.5,0.79036,1.74636,0.39861,0.3435,0.01899,10.4014,0.99018,0.96027,0.99312,0.86954,0.98036,0.95075,0.99115,0.12018,0.56082,4.11332,0.15292,0.26691,0.02317,0,0.004456,0.004456,0.004456
170,3979.7,0.80111,1.79689,0.39005,0.35217,0.01973,10.9151,0.97215,0.99748,0.99405,0.8616,0.96287,0.98803,0.99239,0.1209,0.58019,4.09768,0.18783,0.20288,0.02396,0,0.004423,0.004423,0.004423
171,4002.57,0.78448,1.59743,0.39933,0.34157,0.01888,10.1861,0.98223,0.99048,0.99443,0.83979,0.98223,0.99048,0.99443,0.11991,0.62774,4.1366,0.19573,0.2218,0.02577,0,0.00439,0.00439,0.00439
172,4025.45,0.77348,1.6895,0.39619,0.35291,0.01881,10.0663,0.98755,0.98095,0.99403,0.85251,0.97797,0.97143,0.98676,0.11969,0.62927,4.11703,0.19453,0.22624,0.02604,0,0.004357,0.004357,0.004357
173,4049.47,0.7841,1.72083,0.39178,0.35548,0.0188,10.2156,0.99696,0.98095,0.99481,0.84672,0.98728,0.97143,0.98701,0.11799,0.61178,4.14111,0.15709,0.22675,0.02537,0,0.004324,0.004324,0.004324
174,4073.36,0.77545,1.66287,0.40035,0.34729,0.01875,10.355,0.98733,0.98095,0.99462,0.83877,0.97774,0.97143,0.99307,0.11821,0.64728,4.1359,0.16292,0.23889,0.02664,0,0.004291,0.004291,0.004291
175,4096.5,0.76906,1.67382,0.39776,0.35617,0.01892,10.0833,0.98056,0.96091,0.99199,0.84215,0.97085,0.95144,0.98663,0.11712,0.61269,4.15492,0.17384,0.23108,0.02558,0,0.004258,0.004258,0.004258
176,4119.46,0.79866,1.82252,0.39679,0.34167,0.01971,10.9614,0.98765,0.99048,0.99462,0.85203,0.97816,0.98095,0.99227,0.12269,0.61021,4.10759,0.18319,0.21656,0.02507,0,0.004225,0.004225,0.004225
177,4142.98,0.7824,1.66073,0.39474,0.35036,0.01876,10.2987,1,0.96982,0.99472,0.86412,0.99018,0.9603,0.99222,0.11862,0.58619,4.13451,0.17297,0.20941,0.02422,0,0.004192,0.004192,0.004192
178,4166.43,0.76625,1.67066,0.39592,0.33193,0.0189,10.3745,0.97911,0.98095,0.99424,0.86021,0.9696,0.97143,0.99083,0.11785,0.5965,4.15369,0.16269,0.24476,0.02468,0,0.004159,0.004159,0.004159
179,4188.69,0.78126,1.70185,0.39868,0.35057,0.01868,10.2365,0.93373,0.93926,0.98583,0.85579,0.93373,0.93926,0.98583,0.11511,0.59381,4.15768,0.1913,0.33437,0.02448,0,0.004126,0.004126,0.004126
180,4212.14,0.78531,1.68714,0.39757,0.3565,0.01911,10.0899,0.94762,0.98095,0.9906,0.83564,0.94762,0.98095,0.9906,0.11779,0.67284,4.17721,0.22204,0.28512,0.02788,0,0.004093,0.004093,0.004093
181,4236.13,0.79754,1.64189,0.40065,0.35233,0.01945,10.1543,0.98074,0.96999,0.98717,0.84332,0.97111,0.96055,0.97548,0.12286,0.62616,4.09631,0.20065,0.28618,0.02605,0,0.00406,0.00406,0.00406
182,4259.47,0.79949,1.71598,0.39053,0.339,0.01978,10.862,0.98747,0.97143,0.98633,0.83194,0.9773,0.9619,0.98034,0.11932,0.64177,4.09791,0.21131,0.23758,0.02635,0,0.004027,0.004027,0.004027
183,4281.9,0.77473,1.77436,0.40409,0.33521,0.01901,11.0188,0.98211,0.99048,0.99433,0.8566,0.97234,0.98095,0.99215,0.12484,0.62362,4.10749,0.18291,0.22836,0.02594,0,0.003994,0.003994,0.003994
184,4305.53,0.75174,1.64639,0.39551,0.34109,0.01829,9.98963,0.95275,0.99048,0.99271,0.84026,0.95275,0.99048,0.99271,0.11702,0.65283,4.1871,0.20394,0.24574,0.0266,0,0.003961,0.003961,0.003961
185,4329.07,0.77248,1.71491,0.39489,0.3485,0.0191,10.2872,0.94427,0.9683,0.99121,0.86092,0.94427,0.9683,0.99121,0.11788,0.60288,4.18574,0.17758,0.25909,0.025,0,0.003928,0.003928,0.003928
186,4351.37,0.7857,1.71385,0.39462,0.35229,0.01953,10.4377,0.96639,0.99048,0.99228,0.86326,0.96639,0.99048,0.99228,0.11747,0.57247,4.1739,0.21337,0.23753,0.02346,0,0.003895,0.003895,0.003895
187,4376.95,0.77872,1.69527,0.40183,0.36429,0.01918,10.1703,0.97184,0.98596,0.99318,0.84161,0.96245,0.97654,0.98698,0.11994,0.66857,4.13517,0.22738,0.23992,0.0277,0,0.003862,0.003862,0.003862
188,4401.2,0.77839,1.62683,0.40135,0.34896,0.01918,9.89776,0.97072,1,0.99043,0.85504,0.96137,0.99048,0.98659,0.11778,0.59672,4.13684,0.21629,0.22174,0.02487,0,0.003829,0.003829,0.003829
189,4425.26,0.77761,1.70565,0.40859,0.35178,0.01888,10.5632,0.95448,0.99853,0.99154,0.87238,0.94538,0.98901,0.98924,0.11898,0.54225,4.15575,0.21176,0.20305,0.02234,0,0.003796,0.003796,0.003796
190,4447.94,0.75943,1.71252,0.40072,0.34556,0.01864,10.1051,0.95426,1,0.98835,0.85344,0.94472,0.99048,0.98579,0.11856,0.60225,4.14423,0.19849,0.23595,0.02493,0,0.003763,0.003763,0.003763
191,4470.73,0.76314,1.59817,0.39725,0.34041,0.0184,9.47745,0.96257,0.97963,0.99164,0.85736,0.96257,0.97963,0.99164,0.11844,0.59971,4.1407,0.18105,0.24761,0.02495,0,0.00373,0.00373,0.00373
192,4494.44,0.78724,1.58236,0.40433,0.34546,0.01911,9.69973,0.98073,0.96947,0.99123,0.85312,0.98073,0.96947,0.99123,0.11745,0.59492,4.13592,0.17143,0.26405,0.02437,0,0.003697,0.003697,0.003697
193,4517.98,0.77796,1.62681,0.4073,0.33987,0.01894,10.2803,0.98016,0.94111,0.98667,0.84575,0.98016,0.94111,0.98667,0.11989,0.63362,4.1194,0.14161,0.30403,0.0266,0,0.003664,0.003664,0.003664
194,4540.2,0.76293,1.614,0.40857,0.32801,0.01866,10.0211,0.97161,0.97774,0.9901,0.84307,0.97161,0.97774,0.9901,0.11985,0.64429,4.12859,0.15906,0.25968,0.02669,0,0.003631,0.003631,0.003631
195,4563.82,0.76967,1.71917,0.39091,0.34057,0.019,10.3749,0.97189,0.98789,0.99256,0.86066,0.97189,0.98789,0.99256,0.12089,0.60278,4.12415,0.17177,0.2256,0.0252,0,0.003598,0.003598,0.003598
196,4587.4,0.76036,1.63858,0.39693,0.33226,0.01883,10.1245,0.9588,0.99048,0.9934,0.87388,0.94958,0.98095,0.99163,0.11953,0.54105,4.12553,0.21316,0.2339,0.02225,0,0.003565,0.003565,0.003565
197,4609.65,0.76828,1.6547,0.39301,0.34365,0.01858,9.56626,0.9628,0.9859,0.99161,0.87224,0.9535,0.97654,0.98652,0.11689,0.52701,4.15717,0.18381,0.24184,0.0215,0,0.003532,0.003532,0.003532
198,4632.9,0.76021,1.70013,0.4035,0.33142,0.01851,10.1556,0.94524,0.9864,0.98957,0.86486,0.93611,0.97688,0.98411,0.11909,0.55093,4.13579,0.18746,0.26423,0.02269,0,0.003499,0.003499,0.003499
199,4656.89,0.74127,1.733,0.3911,0.32189,0.01759,9.78901,0.96205,0.96571,0.99,0.87571,0.95258,0.95655,0.98013,0.11876,0.53164,4.14951,0.17939,0.28554,0.02178,0,0.003466,0.003466,0.003466
200,4680.59,0.75958,1.66676,0.38443,0.33903,0.01829,9.76466,0.93475,0.95502,0.98787,0.86282,0.92543,0.9455,0.97645,0.11972,0.56941,4.12123,0.18215,0.29963,0.02358,0,0.003433,0.003433,0.003433
201,4702.94,0.75386,1.6548,0.39555,0.32776,0.01818,9.69997,0.94308,1,0.98914,0.85899,0.93409,0.99048,0.9835,0.11935,0.55638,4.13655,0.18366,0.28408,0.02269,0,0.0034,0.0034,0.0034
202,4726.81,0.77016,1.7314,0.39228,0.34887,0.01886,10.0512,0.95298,0.98095,0.98427,0.86058,0.95298,0.98095,0.98427,0.11975,0.56437,4.15947,0.19337,0.28742,0.02349,0,0.003367,0.003367,0.003367
203,4750.18,0.76636,1.77555,0.38277,0.32525,0.0185,10.0277,0.95914,0.99048,0.99292,0.86099,0.94977,0.98095,0.98725,0.11714,0.60745,4.14632,0.18574,0.25331,0.02561,0,0.003334,0.003334,0.003334
204,4772.87,0.75312,1.71377,0.39158,0.33474,0.01788,10.3294,0.92891,0.99048,0.9905,0.86554,0.91998,0.98095,0.98546,0.11926,0.57231,4.15517,0.14443,0.23756,0.02382,0,0.003301,0.003301,0.003301
205,4795.81,0.75006,1.61112,0.39198,0.32776,0.01824,9.34943,0.97959,0.95238,0.99206,0.85786,0.96979,0.94286,0.98046,0.11797,0.56404,4.18739,0.1742,0.26487,0.0234,0,0.003268,0.003268,0.003268
206,4819.24,0.73688,1.68267,0.38584,0.32132,0.01771,9.67992,0.95368,0.98036,0.98818,0.85421,0.93516,0.96144,0.97046,0.11634,0.56763,4.19417,0.19628,0.31965,0.02342,0,0.003235,0.003235,0.003235
207,4842.73,0.76245,1.6426,0.40088,0.32376,0.01873,9.33932,0.92837,0.98742,0.98503,0.85468,0.9426,0.93838,0.96983,0.11626,0.60835,4.20111,0.17677,0.30497,0.02531,0,0.003202,0.003202,0.003202
208,4864.69,0.73681,1.62095,0.3886,0.32413,0.01775,9.25812,0.96917,0.97143,0.98868,0.86679,0.94061,0.94286,0.95359,0.11325,0.58904,4.20171,0.18861,0.26967,0.02441,0,0.003169,0.003169,0.003169
209,4888.03,0.78067,1.69335,0.39839,0.34172,0.01865,10.0005,0.95121,1,0.98994,0.87275,0.94215,0.99048,0.98737,0.11781,0.54772,4.19316,0.19816,0.2129,0.02228,0,0.003136,0.003136,0.003136
210,4911.4,0.74437,1.71227,0.39189,0.31513,0.01792,10.137,0.9708,0.98095,0.99137,0.86687,0.96138,0.97143,0.98846,0.11876,0.5579,4.17597,0.1854,0.21159,0.02309,0,0.003103,0.003103,0.003103
211,4934.17,0.74415,1.78051,0.39562,0.32359,0.0185,10.1239,0.97984,1,0.99356,0.8761,0.97043,0.99048,0.98894,0.12139,0.53306,4.15513,0.18429,0.22193,0.02197,0,0.00307,0.00307,0.00307
212,4956.85,0.75913,1.65585,0.39721,0.31942,0.01853,9.64635,0.97961,0.99048,0.99316,0.8559,0.97019,0.98095,0.98084,0.11867,0.59623,4.16438,0.21055,0.21719,0.02447,0,0.003037,0.003037,0.003037
213,4980.33,0.73379,1.64868,0.39757,0.31416,0.01796,9.40139,0.9623,0.97229,0.98506,0.86088,0.9623,0.97229,0.98506,0.11709,0.59173,4.1738,0.20304,0.26895,0.02437,0,0.003004,0.003004,0.003004
214,5003.81,0.72409,1.81452,0.3903,0.32476,0.01758,10.1591,0.96263,0.98121,0.99071,0.87702,0.95328,0.97168,0.9803,0.11739,0.56286,4.16434,0.23545,0.22187,0.02331,0,0.002971,0.002971,0.002971
