epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/l1_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/l1_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
19,510.415,1.16364,0.33534,0.4543,0.5688,0.02949,8.22578,0.91557,0.92951,0.97358,0.69292,0.90619,0.91998,0.96014,0.94032,1.16354,0.30706,0.84785,0.49367,0.04943,0,0.006436,0.006436,0.006436
20,536.259,1.14485,0.34908,0.45375,0.55218,0.02894,7.83158,0.93138,0.90483,0.97736,0.73373,0.92196,0.90008,0.95948,0.93281,1.00914,0.29393,0.79512,0.46519,0.04395,0,0.006238,0.006238,0.006238
21,562.075,1.17343,0.3577,0.46795,0.53653,0.03042,8.2207,0.91767,0.9554,0.98065,0.73856,0.92565,0.94856,0.97338,0.94404,1.01051,0.33199,1.01515,0.44359,0.0423,0,0.00604,0.00604,0.00604
22,588.601,1.12396,0.40668,0.46165,0.52185,0.02881,8.24421,0.93172,0.92381,0.97862,0.65748,0.93239,0.91945,0.97018,0.93874,1.32198,0.29999,0.86929,0.45468,0.05753,0,0.005842,0.005842,0.005842
23,612.883,1.12567,0.32019,0.44826,0.51752,0.02905,7.55449,0.97059,0.94306,0.9823,0.77284,0.97059,0.94306,0.97936,0.96076,0.90524,0.25978,0.98178,0.39268,0.03797,0,0.005644,0.005644,0.005644
24,639.867,1.08454,0.31518,0.44297,0.50226,0.02753,7.24615,0.93251,0.92114,0.97524,0.74381,0.91595,0.90476,0.96114,0.94059,0.95674,0.24531,0.96977,0.44853,0.04121,0,0.005446,0.005446,0.005446
25,665.339,1.12066,0.32728,0.44432,0.52985,0.02855,7.23642,0.95932,0.9619,0.9884,0.73507,0.95388,0.94286,0.9798,0.96317,1.06411,0.26701,0.86191,0.36144,0.04464,0,0.005248,0.005248,0.005248
26,689.191,1.05767,0.28674,0.43635,0.51364,0.02659,6.47766,0.96686,0.95238,0.98528,0.80027,0.96078,0.93331,0.97023,0.96042,0.81029,0.21599,0.71284,0.4054,0.03431,0,0.00505,0.00505,0.00505
27,715.936,1.02664,0.2582,0.44748,0.49707,0.02642,6.53188,0.90298,0.95238,0.97597,0.8004,0.91633,0.94286,0.96683,0.95634,0.81873,0.23363,1.11923,0.39697,0.0347,0,0.004852,0.004852,0.004852
28,741.615,1.02506,0.30024,0.4435,0.47898,0.02597,6.59306,0.95012,0.91429,0.97983,0.82903,0.95012,0.91429,0.97057,0.96082,0.67519,0.2223,0.66495,0.37369,0.02801,0,0.004654,0.004654,0.004654
29,765.481,1.05296,0.30683,0.42218,0.49636,0.0267,6.54261,0.89598,0.98444,0.98433,0.79015,0.9012,0.9556,0.96932,0.96439,0.8212,0.17624,0.87097,0.38671,0.0339,0,0.004456,0.004456,0.004456
30,791.609,0.98908,0.28209,0.42296,0.46021,0.02501,6.37448,0.95316,0.96899,0.98694,0.80214,0.93448,0.9508,0.97087,0.96615,0.77728,0.17589,0.87372,0.3316,0.03212,0,0.004258,0.004258,0.004258
31,816.563,1.00866,0.26341,0.4211,0.47938,0.02585,6.14186,0.93957,0.99048,0.9895,0.82261,0.9215,0.97143,0.97472,0.9695,0.76196,0.1695,1.0925,0.34106,0.03167,0,0.00406,0.00406,0.00406
32,841.773,1.00953,0.21582,0.41076,0.45557,0.02563,5.88409,0.95209,0.94637,0.98447,0.80984,0.94236,0.93333,0.97248,0.96372,0.72093,0.18017,0.89196,0.34474,0.02977,0,0.003862,0.003862,0.003862
33,867.96,0.99293,0.22577,0.40725,0.44496,0.02484,5.93832,0.92774,0.97816,0.98438,0.67161,0.9187,0.96864,0.97248,0.96654,1.19647,0.21727,0.7953,0.40238,0.04923,0,0.003664,0.003664,0.003664
34,893.674,1.01122,0.20731,0.42053,0.4454,0.02578,5.72451,0.9803,0.94764,0.98855,0.80692,0.97053,0.9409,0.97531,0.97122,0.77907,0.16599,0.79593,0.28819,0.03246,0,0.003466,0.003466,0.003466
35,917.718,0.97503,0.22661,0.4109,0.43965,0.02495,5.61741,0.95038,0.91211,0.98054,0.80618,0.94046,0.90258,0.96671,0.95946,0.75223,0.16812,0.91811,0.35531,0.03157,0,0.003268,0.003268,0.003268
36,944.183,0.94636,0.26216,0.4033,0.43452,0.02362,5.53013,0.98575,0.92381,0.98727,0.78451,0.96531,0.90476,0.97019,0.96665,0.8214,0.15676,0.88716,0.33372,0.0337,0,0.00307,0.00307,0.00307
37,968.739,0.9468,0.20478,0.40478,0.44965,0.02376,4.91014,0.95303,0.96623,0.98949,0.78019,0.96058,0.92835,0.97436,0.97159,0.85658,0.15999,0.81588,0.33236,0.03521,0,0.002872,0.002872,0.002872
38,994.056,0.93445,0.20726,0.41077,0.43641,0.02322,4.98651,0.97991,0.92915,0.98741,0.79177,0.95983,0.91036,0.97356,0.96721,0.81157,0.16579,0.82187,0.31407,0.03354,0,0.002674,0.002674,0.002674
39,1019.76,0.913,0.20758,0.39768,0.42681,0.02373,4.80368,0.91861,0.9674,0.98384,0.80186,0.90956,0.95788,0.96282,0.95621,0.7475,0.15521,0.91043,0.36628,0.03123,0,0.002476,0.002476,0.002476
40,1044.27,0.90263,0.18181,0.39382,0.42319,0.02276,4.44208,0.97333,0.97143,0.99347,0.84024,0.97165,0.94286,0.98082,0.9765,0.67532,0.15855,0.90732,0.26048,0.0284,0,0.002278,0.002278,0.002278
41,1072.56,0.74933,0.09398,0.6332,0.33362,0.03136,6.88763,0.9453,0.98751,0.99189,0.83244,0.95707,0.95238,0.97757,0.9711,0.68947,0.15167,0.33288,0.27157,0.02852,0,0.00208,0.00208,0.00208
42,1099.27,0.69625,0.07421,0.50821,0.2777,0.02845,6.30437,0.98093,0.98004,0.99378,0.82121,0.9714,0.97051,0.98271,0.97864,0.76082,0.15186,0.18385,0.23804,0.0316,0,0.001882,0.001882,0.001882
43,1124.01,0.64919,0.07162,0.51551,0.27395,0.02673,6.44095,0.97958,0.98095,0.99339,0.78533,0.96999,0.97143,0.98234,0.97364,0.85757,0.15872,0.41129,0.26308,0.03476,0,0.001684,0.001684,0.001684
44,1148.13,0.6242,0.0634,0.44538,0.26404,0.02567,5.74114,0.90043,0.94742,0.98065,0.84847,0.90043,0.94742,0.97259,0.96624,0.61336,0.14915,0.42874,0.3337,0.02495,0,0.001486,0.001486,0.001486
45,1173.29,0.58483,0.06446,0.43728,0.27087,0.02339,5.81273,0.8782,0.96139,0.97476,0.8552,0.8695,0.95187,0.96498,0.95829,0.58089,0.14379,0.34586,0.33182,0.02374,0,0.001288,0.001288,0.001288
46,1197.5,0.57064,0.0582,0.41526,0.22573,0.02262,4.83993,0.94149,0.95238,0.98678,0.85384,0.94149,0.95238,0.97782,0.97162,0.6336,0.14333,0.37633,0.26362,0.02608,0,0.00109,0.00109,0.00109
47,1222.18,0.58849,0.06371,0.42888,0.23702,0.02435,5.03626,0.94996,1,0.99266,0.84771,0.98864,0.95238,0.98292,0.97713,0.66087,0.1451,0.3182,0.20387,0.02728,0,0.000892,0.000892,0.000892
48,1247.19,0.61264,0.05694,0.40728,0.22657,0.02504,4.88155,0.96898,0.97143,0.99094,0.81927,0.96898,0.97143,0.99077,0.97379,0.7243,0.14173,0.35386,0.23049,0.02936,0,0.000694,0.000694,0.000694
49,1269.91,0.57457,0.04778,0.41036,0.21175,0.02362,4.64719,0.95363,0.97143,0.99282,0.86725,0.97917,0.95238,0.98327,0.97729,0.59677,0.14609,0.34662,0.19929,0.0246,0,0.000496,0.000496,0.000496
50,1295.68,0.56445,0.04838,0.42185,0.21828,0.023,4.56967,0.93223,1,0.98994,0.85214,0.95679,0.97143,0.98993,0.97431,0.62349,0.13639,0.35159,0.24321,0.02541,0,0.000298,0.000298,0.000298
